Head-Tail,Category,Reference Location,Reference Entity,Target Location,Target Entity,High Cardinality,Hyperlocal Score,Reference Sentence,Target Sentence,Final Target Sentence,Common Questions,Correct Common Questions,No. of words deleted,No. of words inserted,No. of words substituted,Edit distance,"BLEU Score btw target and final target sentence (Column J,K)",Evaluation using corrected questions (GPT3.5) (1/0) 
Other,Production house,Qatar,Qatar Cinema & Film Distribution,Mumbai,Yash Raj Films,Yes,3,"Qatar Cinema & Film Distribution is a Qatar-based public shareholding company operating in the film industry sector.was founded on February 7, 1970. It is headquartered in Doha, Qatar. It involves in the distribution of cinema films and videos, trading of television films and programs, commercial advertisements and trading of tools for the operation of cinema and projectors.","Yash Raj Films is a Mumbai-based private limited company operating in the Indian film industry sector. It was founded on August 27, 1970 by the late Yash Chopra and is headquartered in Andheri West, Mumbai. The company is involved in the production, distribution, and exhibition of motion pictures, as well as music and television content.","Yash Raj Films is a Mumbai-based private limited company operating in the Indian film industry sector. It was founded in 1970 by the late Yash Chopra. It is headquartered in Andheri West, Mumbai. It involves in the production, distribution, and exhibition of motion pictures, as well as music and television content.","(i) Can you name a company operating in the film industry sector?
  (ii) Can you mention a public shareholding company in the film industry sector?
  (iii) Can you think of a company that was founded in 1970 and is involved in cinema film distribution?
  (iv) Can you recall a company that deals with trading of television films and programs as well as commercial advertisements?
  (v) What is an example of a private limited company in the Indian film industry sector?",(i) Can you name a company operating in the film industry sector? (ii) Can you name a company that does distribution of films? (iii) Could you please name a company operating in the film industry that is also involved in television content?,4,0,4,8,0.7768073138,
Other,Production house,Japan,Imagica,Andhra Pradesh,Geetha Arts,Yes,2,"IMAGICA Lab. Inc. is a Japanese post-production company for films, television programmes and commercials, etc., established in 1935 and headquartered in Shinagawa, Tokyo, Japan. It is a subsidiary of Imagica Group.","Geetha Arts is a post-production company based in Andhra Pradesh, India, known for producing films, television programs, and commercials. The company was established in 1972 and has its headquarters in Hyderabad, Andhra Pradesh. It is a subsidiary of the Geetha Arts Group.","Geetha Arts is an Indian production and distribution company for films, established in 1972 and headquartered in Hyderabad, Telangana, India.","(i) What is the name of a post-production company for films and television programs?
 (ii) Can you mention a company that has been in operation for over four decades?
 (iii) In which industry is a company named Imagica Lab. Inc. involved in?",(i) Can you mention a company that has been in operation for over four decades? (ii) Name a production house which does film production,22,0,9,31,0.07599111195,
US/Europe,Radio,UK,Capital FM,India,Red FM,Yes,1,"Capital is a network of twelve independent contemporary hit radio stations in the United Kingdom, broadcasting a mix of local and networked programming.","Red FM is a network of several independent radio stations across various regions in India, broadcasting a mix of local and networked programming, focused on delivering contemporary hit music and entertaining content to the Indian audience.","Red FM is a network of several independent radio stations across various regions in India, broadcasting a mix of local and networked programming.","(i) Can you name a network of radio stations that broadcasts a mix of local and networked programming?
 (ii) Is there an example of independent radio stations that form a network and broadcast similar programs?",(i) Can you name a radio station that broadcasts a mix of local and networked programming? (ii) Is there an example of independent radio stations that form a network and broadcast similar programs?,13,0,0,13,0.5524552479,
US/Europe,Radio,California,KLVE FM,Kerala,Radio Mango 91.9 FM,Yes,2,"KLVE is a commercial radio station licensed to Los Angeles, California with a Spanish AC format. The station is owned by TelevisaUnivision, and is the flagship station for the Uforia Audio Network.","""Radio Mango 91.9 FM"" is a commercial radio station licensed to Kochi, Kerala with a Malayalam language format. The station is owned by the Mathrubhumi Group and serves as the flagship station for their radio network.","Radio Mango 91.9 FM is a private radio station licensed to Kochi, Kerala with a Malayalam language format. The station is owned by the Malayala Manorama Group and serves as the flagship station for their radio network","(i) Can you provide an example of a commercial radio station?
 (ii) What is the ownership details of a Spanish AC format radio station in Los Angeles, California?
 (iii) Name a private radio station with a Malayalam language format.
 (iv) Who owns the flagship station for Uforia Audio Network?",(i) Can you provide an example of a radio station which is a flagship radio station of a network? (ii) Name a radio station,0,1,4,5,0.7595004067,
US/Europe,Radio,US,WTOP FM,West Bengal,Radio Mirchi,No,2,"WTOP-FM - branded ""WTOP Radio"" and ""WTOP News"" - is a commercial all-news radio station licensed to serve Washington, D.C. Owned by Hubbard Broadcasting, the station serves the Washington metropolitan area, extending its reach through two repeater stations: WTLP in Braddock Heights, Maryland, and WWWT-FM in Manassas, Virginia.","""Radio Mirchi"" is a popular FM radio station brand, known for its mix of music and entertainment programs. While it doesn't have a specific focus on news like WTOP-FM, it is licensed to serve the city of Kolkata, West Bengal, in India. However, Radio Mirchi doesn't own any repeater stations like WTLP or WWWT-FM in locations such as Braddock Heights, Maryland, or Manassas, Virginia. Instead, it extends its reach through various frequency modulation (FM) transmitters across different cities in India.","Radio Mirchi is a nationwide network of private FM radio stations. Owned by EntertainmentNetwork India Ltd (ENIL), which is one of the subsidiaries of The Times Group, the station serves through various frequency modulation (FM) transmitters across different cities in India and also in other countries like United Arab Emirates.","(i) Can you name a commercial all-news radio station?
 (ii) Who are some of the owners in the radio industry?
 (iii) Describe a radio station network with reach across various cities.",(i) Can you name a radio station which has its reach in various cities? (ii) Can you give an example of a radio station?,39,9,24,72,0.1333628316,
Other,Radio,Nigeria,Wazobia FM,Banglore,Radio City,Yes,3,"Wazobia 95.1 FM Lagos is a Nigerian Pidgin English radio station in Lagos state. It was founded in 2007 and belongs to Globe Communications Limited.
  Wazobia Fm Lagos is known for its humorous approach to broadcasting.","""Radio City 91.1 FM Bangalore is a popular radio station in Banglore, India, known for its entertaining approach to broadcasting. It belongs to the Radio Mid-Day company and was established in [year of establishment].*""
 
 *Note: You need to add the year of establishment of Radio City 91.1 FM Bangalore to make the sentence factually correct.","Radio City 91.1 FM Bangalore is an Indian Hindi, English and regional radio station in Banglore, India . It was founded in 2001 and belongs to Jagran Prakashan Limited. Radio CIty FM Bangalore known for its entertaining approach to broadcasting","(i) Can you provide an example of a Nigerian radio station?
 (ii) With which language is Wazobia 95.1 FM Lagos associated?
 (iii) What kind of content is typically found on Radio City 91.1 FM Bangalore, in terms of its broadcasting approach?",(i) Can you provide an example of a radio station which belongs to a huge company? (ii) Can you name a radio station which operates in more than one language?,20,5,18,43,0.2294707543,
Other,Radio,Malaysia,Suria,Karnataka,Indigo 91.9 FM,Yes,2,"Suria (formerly known as Suria FM) is a Malay language-private radio station under the Star Media Radio Group, a company owned by Star Media Group Berhad. Suria FM first aired on 24 November 2005. The station's programming is targeted toward modern Malays, aged between 25 and 35.","Indigo 91.9 FM (formerly known as Radio Indigo 91.9) is a English language-private radio station under the Next Mediaworks Limited, a company based in Karnataka, India. Indigo 91.9 FM first went on air on August 15, 2006. The station's programming is targeted toward English speaking audience, aged between 25 and 45.","Indigo 91.9 FM is an English language-private radio station as a part of the Asianet News media and Entertianment Pvt Ltd. Indigo 91.9 FM first went on air in 2006. The station's programming is targeted toward popular music loving audience, aged between 25 and 45.","(i) Can you name a private radio station that broadcasts in the Malay language?
 (ii) What radio station is part of Star Media Radio Group?
 (iii) When did Suria FM first start airing its programming?
 (iv) Who is the target audience for Indigo 91.9 FM's programming?
 (v) In what year did Indigo 91.9 FM begin broadcasting?",(i) Name a radio station which operates in only one language. (ii) Name a radio station owned by a media company.,8,2,15,25,0.3903666408,
Other,Radio,Indonesia,Prambors Radio,West Bengal,Aamar FM,Yes,2,Prambors FM is a national commercial contemporary hit radio based in Jakarta and surrounding areas officially formal full opened national took place on 18 March 1971 in Jakarta and surrounding areas was to play pop music with target audience for teenagers.,"Aamar FM is a regional commercial contemporary hit radio based in West Bengal, officially launched on January 1, 1993, playing popular Bangla and Hindi music for the target audience of young adults and families in the region.","Aamar FM was a regional private radio station based in West Bengal, officially launched in 2003 playing old and modern Bengali songs along with old Hindi Songs, which made it popular among older people, as well as the new generation of younger people in Kolkata","(1) What type of radio station is Prambors FM?
 (2) Where did Prambors FM officially launch?
 (3) What kind of music does Aamar FM play?
 (4) Who tends to enjoy Aamar FM's music selection?
 (5) In which decade was Aamar FM launched? 
 
 The questions are now free from specific details such as locations, timings, or unique identifiers connected to either event. The goal is to create general questions that can be asked in any location while still obtaining a relevant entity as an answer. The questions are kept simple and direct to the provided sentences' entities and descriptions.",(i) Can you name a radio station which is popular among younger crowd? (ii) Can you name a radio station?,1,9,24,34,0.1637787149,
US/Europe,Railway company,USA,Amtrak,India,IRCTC,No,1,"The National Railroad Passenger Corporation, doing business as Amtrak, is the national passenger railroad company of the United States. It operates inter-city rail service in 46 of the 48 contiguous U.S. states and three Canadian provinces. Amtrak is a portmanteau of the words America and trak, the latter itself a sensational spelling of track.","The Indian Railway Catering and Tourism Corporation, doing business as IRCTC, is the national passenger railroad catering and tourism company of India. It operates food and beverage service, as well as ticketing and tourism services, across the Indian Railways network in all 28 states and 8 union territories of India. IRCTC is an abbreviation of the Indian Railway Catering and Tourism Corporation, reflecting its role in catering and tourism for the Indian railways.","The Indian Railway Catering and Tourism Corporation, doing business as IRCTC, is the Indian public sector undertaking that provides ticketing, catering, and tourism services. It operates food and beverage services across the Indian Railways network in all 28 states and 8 union territories of India. IRCTC is reflecting its role in catering and tourism for the Indian railways.","(i) What is the name of the national passenger railroad company of the United States?
 (ii) Can you mention a company that operates inter-city rail service in many U.S. states and also in three Canadian provinces?
 (iii) Tell me about a public sector undertaking that provides ticketing, catering, and tourism services for Indian Railways.
 (iv) In which country's railway network does a company named IRCTC operate food and beverage services?",(i) Name the company which operates in majority of the states of the country?,19,4,4,27,0.5840838195,
US/Europe,Reality shows,USA,American Idol,India,Indian Idol,Yes,1,"American Idol is an American singing competition television series created by Simon Fuller, produced by Fremantle North America and 19 Entertainment, and distributed by Fremantle North America.","Indian Idol is an Indian singing competition television series adapted from the original British show Pop Idol, produced by FremantleMedia India and 19 Entertainment, and broadcast on Sony Entertainment Television in India.","Indian Idol is an Indian singing competition television series adapted from the original British show Pop Idol, originally produced by Miditech Studios and distributed by Sony Pictures Networks India.","(i) Can you name a singing competition television series?
 (ii) Who are some of the production companies involved in creating televised singing competitions?
 (iii) From which country does the original version of Indian Idol originate from?","(i) Can you name a singing competition television series? 
 (ii) Can you name a reality show based on singing?",4,1,6,11,0.5423083345,
US/Europe,Retail store,USA,Walmart,India,Dmart,Yes,1,"Walmart Inc. is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores and grocery stores in the United States, headquartered in Bentonville, Arkansas.","Dmart is an Indian multinational retail corporation that operates a chain of supermarkets and grocery stores in India, headquartered in Mumbai, Maharashtra.","DMart is an Indian retail corporation that operates a chain of supermarkets in India, headquartered in Mumbai, Maharashtra.","(i) Can you provide an example of a multinational retail corporation?
 (ii) Where might one find a retail corporation with operations in grocery and department stores?
 (iii) What company operates a chain of supermarkets in India?",(i) Can you provide an example of a retail corporation? (ii) Can you provide a name of retail store which has chain of staores?,4,0,1,5,0.6422561948,
US/Europe,River,London,Thames River,Tamil Nadu,Adyar River,Yes,2,"The River Thames, known alternatively in parts as the River Isis, is a river that flows through southern England including London.","The Adyar River, known alternatively in parts as the Cooum River, is a river that flows through southern India including Tamil Nadu.
 
 Note: I had to use another river (Cooum River) as an alternative name for the Adyar River, as the River Isis is not an alternative name for the Adyar River.",The Adyar River is a river that flows through southern India including Tamil Nadu.,"(i) Can you name a river that flows through multiple regions?
 (ii) Is there a water body known as the River Isis in England?
 (iii) In which country does the Adyar River flow?",(i) Can you name a river that flows through southern region of the country? (ii) Can you name a river?,38,0,0,38,0.04362124257,
US/Europe,River,California,Sacramento River,Kerala,Periyar River,Yes,2,The Sacramento River is the principal river of Northern California in the United States and is the largest river in California.,The Periyar River is the principal river of Kerala in India and is the largest river in the state.,The Periyar River is the perennial rivers of Kerala in India and is the longest river in Kerala.,"(i) Can you name a major river in the United States?
 (ii) Which river is considered the longest in the state of Kerala, India?
 (iii) What is the largest river found in the state of California?",(i) Can you name a river? (ii) Can you name a river which either longest or largest river of its region?,1,0,4,5,0.5124776603,
Other,River,China,Yangtze River,India,Bramhaputra,Yes,1,The baiji is a possibly extinct species of freshwater dolphin native to the Yangtze river system in China. It is thought to be the first dolphin species driven to extinction due to the impact of humans.,"The now possibly extinct Gangetic dolphin is a native species to the Brahmaputra river system in India. It is considered to be one of the few remaining freshwater dolphin species globally, and is threatened due to human activities such as habitat degradation, pollution, and fishing. Unfortunately, it's feared that the Gangetic dolphin may follow the same fate as the baiji, becoming the first dolphin species driven to extinction in Asia due to human impact.",The Ganges River dolphin is an endangered species of freshwater dolphin native to the Brahmaputra river system in India. It is thought to be one of the few remaining freshwater dolphin species becoming the endangered in Asia due to human impact.,"(i) Can you name a type of dolphin that is potentially extinct?
 (ii) Which species of dolphin is believed to have been driven to extinction because of human impact?
 (iii) Can you mention an endangered freshwater dolphin species found in India's river system?
 (iv) Name a freshwater dolphin species affected by human activities and currently endangered.","(i) Can you name a river system which has a freshwater dolphin native to it? (ii) Name a river system, native to the freshwater dolphin species affected by human activities.",37,4,6,47,0.2302756584,
Other,River,Japan,Shinano River,India,Godavari River,Yes,1,"The Shinano River, known as the Chikuma River in its upper reaches, is the longest and widest river in Japan and the third largest by basin area.","The Godavari River, known as the Ganga of South India in its upper reaches, is the second longest river in India and the largest by basin area in the country's peninsular region.","The Godavari River, known as the Southern Ganges of India, is the second-longest river in India and the second-largest by basin area.","(i) Can you name a longest river in a country?
 (ii) Which river is referred to as the Southern Ganges of India?
 (iii) Tell me about a wide river in Asia. |",(i) Tell me about one of the longest river in Asia. (ii) Can you name a river which is also known by another name?,11,1,3,15,0.3161983733,
US/Europe,River,USA,Mississippi river,India,Ganga river,Yes,1,"The Mississippi River is the primary river and second-longest river, of the largest drainage basin in the United States. From its traditional source of Lake Itasca in northern Minnesota, it flows generally south for 2,340 miles to the Mississippi River Delta in the Gulf of Mexico.","The Ganges River is the primary river and the longest river in India, flowing for approximately 2,510 kilometers. It originates at the confluence of the Bhagirathi and Alaknanda Rivers in the Indian state of Uttarakhand, in the northern Himalayas. The Ganges River then flows through several Indian states before emptying into the Bay of Bengal through the Ganges Delta.","The Ganges River is the primary river and the longest river and largest drainage basin in India. From its traditional source in the western Himalayas in the Indian state of Uttarakhand, it flows generally south and east for approximately 2,525 kilometers through the Ganges Delta into the Bay of Bengal.","(i) Can you name a primary river in North America?
 (ii) What is the second-longest river in the United States?
 (iii) Which river in India is known to be the longest and have the largest drainage basin?
 (iv) Where does the Mississippi River end its course?
 (v) In which body of water does the Ganges River empty?",(i) Can you name a primary river? (ii) Tell me about a river which has the largest drainage basin.,10,1,25,36,0.3659142011,
US/Europe,Singer,US,Whitney Houston,Kerala,K S Chitra,Yes,2,"Whitney Elizabeth Houston was an American singer and actress. Nicknamed ""the Voice"", she is regarded as one of the greatest singers in the history of music.","Korukantha Shyamala Chitra, commonly known as K.S. Chitra, is an Indian playback singer and musician. Nicknamed ""the Nightingale of South India"", she is regarded as one of the greatest singers in the history of Indian music, with her career spanning over four decades and multiple languages, predominantly in the South Indian film industry.","Krishnan Nair Shantakumari Chithra is an Indian playback singer and musician. Nicknamed ""Little Nightingale of Indian Cinema"", she is regarded as one of the greatest singers in the history of Indian music.","(i) Can you name a well-known singer from the United States?
 (ii) Who is referred to as the ""Little Nightingale"" in Indian cinema?
 (iii) Which female singer is considered among the greatest in their respective country's music history?",(i) Which female singer is considered among the greatest in their country's music history? (ii) Can you name a female singer? (iii) Can you name a singer who has been given a unique nickname?,21,0,7,28,0.3486405037,
US/Europe,Singer,US,Taylor Swift,Maharashtra,Arijit Singh,Yes,2,"Taylor Alison Swift is an American singer-songwriter. Her songwriting, artistry, and entrepreneurship have influenced the music industry and popular culture, and her life is a subject of widespread media coverage.","Arijit Singh is a renowned singer and composer from Maharashtra, India. His soulful voice and musical skills have significantly impacted the Indian music industry, particularly in the realm of Bollywood film songs. The depth and emotion conveyed through his singing and compositions have earned him a huge fanbase and admiration from both music enthusiasts and industry peers. Media coverage of his life and career is also quite extensive within India and among South Asian communities globally.",Arijit Singh is an Indian playback singer and music composer. His soulful voice and musical skills have significantly impacted the Indian music industry. Media coverage on him is also quite extensive globally.,"(i) Can you name an American singer-songwriter who has influenced popular culture?
 (ii) Who is a notable figure in the international music scene, known for their songwriting and artistry?
 (iii) Can you think of an artist whose life receives extensive media coverage in various locations?",(i) Which singer has impacted the music industry with their skills? (ii) Can you think of an artist whose life receives extensive media coverage in various locations?,46,2,4,52,0.1483451096,
Other,Singer,China,Faye Wong,Kashmir,Aabha Hanjura,No,3,"Faye Wong is a Chinese singer-songwriter and actress. Early in her career she briefly used the stage name Shirley Wong. Born in Beijing, she moved to Hong Kong at the age of 18.","""Aabha Hanjura is a singer-songwriter and actress from Kashmir. Early in her career, she briefly used the stage name 'Shirley Hanjura.' Born in Kashmir, she has made a name for herself in the Indian music industry.""
 
 Note: The above sentence is fictional as I don't have access to Aabha Hanjura's personal information. This is just an example of how the reference entity sentence can be modified to fit the target entity and location.","Aabha Hanjura is a Kashmiri singer-songwriter and composer. Born in Srinagar, she moved to Jammu at the age of 3.","(i) Can you name a Chinese singer-songwriter and actress?
 (ii) Who is an example of a singer that has used multiple stage names in their career?
 (iii) Can you mention a singer who moved to a new city during their adolescence?",(i) Can you name a singer-songwriter? (ii) Can you mention a singer who moved to a new city during their adolescence?,54,1,9,64,0.01102500871,
Other,Singer,South Korea,PSY,Maharashtra,Armaan Malik,Yes,2,"Park Jae-sang, known professionally as Psy, is a South Korean singer, rapper, songwriter, and record producer. Psy is known domestically for his humorous videos and stage performances, and internationally for his hit single ""Gangnam Style"".","Armaan Malik is a renowned Indian singer and composer from Maharashtra. He has gained popularity domestically for his melodious voice and heartfelt music, and internationally for his hit singles such as ""Control"" and ""Toota Toota Hello.""","Armaan Malik is an Indian singer, songwriter, record producer and composer from Maharashtra. Armaan Malik is known domestically for his melodious voice and heartfelt music and internationally for his hit singles such as ""Control"" and ""You"".","(i) Can you name a South Korean singer and rapper who is well-known for his humorous videos and stage performances?
  (ii) Who is a prominent international figure in the music industry known for a hit single named ""Gangnam Style""?
  (iii) Name an Indian singer, songwriter, and record producer recognized for his melodious voice and heartfelt music.
  (iv) Can you think of a musician from Maharashtra who has gained international fame with hits such as ""Control"" and ""You""?",(i) Can you name a singer who is also a record producer? (ii) Can you name a singer who is also a songwrier? (iii) Who is a prominent international figure in the music industry known for hit singles?,3,3,6,12,0.557880974,
US/Europe,Sitcoms,US,Modern Family,Kerala,Marimayam,Yes,2,"Modern Family is an American sitcom television series, created by Christopher Lloyd and Steven Levitan for ABC. It ran for 11 seasons, from September 23, 2009, to April 8, 2020.","Marimayam is a Malayalam-language sitcom television series, created by R. Girishad for Asianet channel. It has been airing since May 9, 2012, and is still ongoing, with over 350 episodes as of now. This popular series provides a satirical take on the socio-political scenarios and day-to-day life in Kerala, India.","Marimayam is a Malayalam-language Indian sitcom television serial, created by R. Unnikrishnan for Mazhavil Manorama channel. It has been airing since October 31, 2011 and is still ongoing, with over 700 episodes.","(i) Can you name an American sitcom that aired for 11 seasons?
 (ii) What is an example of a television series that ran from 2009 to 2020?
 (iii) Can you give an instance of a long-running sitcom created by Christopher Lloyd and Steven Levitan?
 (iv) Point out a Malayalam language Indian sitcom that has been airing since 2011.
 (v) Can you think of a TV show still ongoing with over 700 episodes?",(i) Can you name a sitcom television serial? (ii) What is an example of sitcom television serial which aired for multiple years?,20,2,7,29,0.2639402707,
US/Europe,Space Agency,US,NASA,India,ISRO,No,1,"The National Aeronautics and Space Administration is an independent agency of the U.S. federal government responsible for the civil space program, aeronautics research, and space research.","The Indian Space Research Organisation (ISRO) is an independent agency of the Government of India responsible for the country's civilian space program, aeronautics research, and space research.","The Indian Space Research Organisation (ISRO) is an independent national space agency of the Government of India responsible for the country's civil space program, aeronautics research, and space research.","(i) Can you name an independent government space agency?
 (ii) What organization is responsible for civil space programs and aeronautics research?
 (iii) Which agency is in charge of space research apart from the military?",(i) Can you name an independent government space agency? (ii) What organization is responsible for civil space programs and aeronautics research?,0,2,1,3,0.815191364,
US/Europe,Sports,USA,Baseball,India,Cricket,Yes,1,"Baseball is a bat-and-ball sport played between two teams of nine players each, taking turns batting and fielding. The game occurs over the course of several plays, with each play generally beginning when a player on the fielding team, called the pitcher, throws a ball that a player on the batting team, called the batter, tries to hit with a bat.","Cricket is a bat-and-ball sport played between two teams of eleven players each, taking turns batting and fielding. The game occurs over the course of several overs, with each over consisting of six deliveries (pitches) generally made by a player on the fielding team, called the bowler, which a player on the batting team, called the batsman, tries to hit with a bat. In India, where cricket is extremely popular, the sport is played at both professional and recreational levels, and follows the rules set out by the Board of Control for Cricket in India (BCCI) and the International Cricket Council (ICC).","Cricket is a bat-and-ball sport played between two teams of eleven players each, taking turns batting and fielding. The game occurs over the course of several overs, with each over consisting of six deliveries made by a player on the fielding team, called the bowler, bowls a ball which a player on the batting team, called the batsman, tries to hit with a bat.","(i) Can you name a sport that is played between two teams and involves a bat and a ball?
 (ii) How many players are typically involved in a game of cricket or baseball?
 (iii) In both cricket and baseball, what does a player on the batting team try to hit with when at bat? 
 (iv) What do you call the player who throws the ball in baseball, and who bowls the ball in cricket?",(i) Can you name a sport that is played with a bat and a ball? (ii) Can you name a sport that is played between two teams and involves a bat and a ball? (iii) Can you name a sport where teams take turns batting and fielding?,41,3,0,44,0.4691449631,
US/Europe,Sports,Wales,Rugby,Maharastra,kho kho,Yes,2,"Rugby union football, commonly known simply as rugby union or more often just rugby, is a close-contact team sport that originated at Rugby School in England in the first half of the 19th century. The game is played between two teams of 15 players each, using an oval-shaped ball on a rectangular field called a pitch. The field has H-shaped goalposts at both ends.","Kho kho, a traditional tag-based sport originating from the Indian state of Maharashtra, is a close-contact team game that involves two teams of 12 players each. The objective is to avoid being touched by members of the opposing team while on the field, which is rectangular in shape and referred to as a pitch. At both ends of the pitch are B-shaped goalposts used for scoring purposes during the game.","Kho kho is a traditional tag-based sport that originated from the Indian state of Maharashtra in 4th century BC. The game is played between two teams of 12 players each, using close-contact and avoid being touched by members of the opposing team while on the field, which is rectangular in shape and referred to as a pitch. The field has B-shaped goalposts at both ends.","(i) What sport involves two teams playing on a rectangular field called a pitch?
  (ii) Can you name a sport that is played with an oval-shaped ball?
  (iii) In which ancient sport did the concept of tagging originate from?
  (iv) Name a sport whose goalposts are H-shaped.
  (v) Identify a traditional sport that originated in India and involves close-contact play.
  (vi) Which sport is played by two teams of 15 players each, using an oval-shaped ball?
  (vii) What ancient sport has B-shaped goalposts at both ends?",(i) Can you name a team sport? (ii) Can you mention a close-contact team sport? (iii) Mention a sport that is played on a rectangular field,9,4,16,29,0.5328781561,
Other,Sports,Russia,Garry Kasparov,Tamil Nadu,Viswanathan Anand,No,2,"Garry Kimovich Kasparov is a Russian chess grandmaster, former World Chess Champion, political activist and writer. His peak FIDE chess rating of 2851, achieved in 1999, was the highest recorded until being surpassed by Magnus Carlsen in 2013.","Viswanathan Anand is a chess grandmaster from Tamil Nadu, India, who has been a World Chess Champion and a political activist. His peak FIDE chess rating of 2817, achieved in 2011, was the highest recorded by an Indian player until it was surpassed by Magnus Carlsen in 2013.","Viswanathan Anand, from Tamil Nadu, India,is a chess grandmaster, former World Chess Champion and Deputy President of FIDE. His peak FIDE chess rating of 2817, achieved in 2011, was the highest recorded by an Indian player .","(i) Can you name a Russian chess grandmaster and former World Chess Champion?
 (ii) Who is a notable chess player with a high FIDE rating?
 (iii) Is there a prominent political activist and writer among chess players?",(i) Can you name a chess grandmaster and former World Chess Champion? (ii) Who is a notable chess player with a high FIDE rating?,12,1,9,22,0.5550110929,
Other,Sports,Argentina,Lionel Messi,India,Sunil Chhetri,No,1,"Lionel Andr̩s Messi, also known as Leo Messi, is an Argentine professional footballer who plays as a forward and captains both Major League Soccer club Inter Miami and the Argentina national team.","Sunil Chhetri, also known as Captain Fantastic, is an Indian professional footballer who plays as a striker for and captains both Indian Super League club Bengaluru FC and the India national team.","Sunil Chhetri, also known as Captain Fantastic, is an Indian professional footballer who plays as a forward and captains both Indian Super League club Bengaluru FC and the India national team.","(i) Can you name me a professional footballer who plays as a forward?
 (ii) Who are some notable figures in international football that go by a nickname?
 (iii) Which Argentine player captains both his country's national team and a Major League Soccer club?",(i) Can you name me a professional footballer who plays as a forward? (ii) Who are some notable figures in international football that go by a nickname? (iii) Name a footballer who is the captain of their country's national team.,1,0,1,2,0.8943548152,
Other,Sports,South Korea,Taekwondo,India,Kabaddi,Yes,1,"Taekwondo, also spelled tae kwon do or taekwon-do, is a Korean martial art and combat sport involving punching and kicking techniques. The literal translation for taekwondo is ""kicking"", ""punching"", and ""the art or way of"". It sometimes involves the use of weapons.
  Taekwondo practitioners wear a uniform, known as a dobok.","Kabaddi is an Indian martial art and combat sport involving holding-breathing techniques and tackling opponents. The term ""kabaddi"" comes from the Tamil word ""kai-pidi,"" which means ""holding hands."" It does not involve the use of weapons.
 Kabaddi practitioners wear a traditional Indian attire, known as a dhoti or lungi for males and kurta or salwar kameez for females.","Kabaddi is a contact and team sport holding-breathing techniques and tackling opponents. The term ""kabaddi"" comes from the Tamil word ""kai pidi,"" which means ""holding hands."" It does not involve the use of weapons. Kabaddi practitioners wear shorts and T-shirt.","(1) What is the name of a Korean martial art that involves punching and kicking?
 (2) Can you name a combat sport where using the literal translation means ""kicking"", ""punching"", and ""the art or way of""?
 (3) In what martial art do practitioners wear a uniform known as a dobok?
 
 (1) Can you identify a contact and team sport that involves holding-breathing techniques and tackling opponents?
 (2) What is the name of a sport whose term originated from the Tamil word ""kai pidi,"" which means ""holding hands""?
 (3) In what sport do players not use weapons during practice or competition?
 (4) Can you name a sport where athletes wear shorts and a T-shirt as their uniform?",(i) Can you name a sport?,19,1,6,26,0.5107641716,
US/Europe,Stadium,US,Michigan Stadium,India,Eden Gardens,Yes,1,"Michigan Stadium, nicknamed ""The Big House,"" is the football stadium for the University of Michigan in Ann Arbor, Michigan. It is the largest stadium in the United States and the Western Hemisphere, the third-largest stadium in the world, and the 34th-largest sports venue in the world.","Eden Gardens, fondly known as ""The Colosseum of Cricket,"" is the cricket stadium for the Cricket Association of Bengal in Kolkata, India. It is the second-largest stadium in India and the largest cricket stadium in the world, with a seating capacity of around 68,000, making it the seventh-largest sports venue globally.","Eden Gardens, nicknamed as ""Mecca of Indian cricket"" is the cricket stadium for the Cricket Association of Bengal in Kolkata, India. It is the second-largest stadium in India and the third largest cricket stadium in the world.","(i) Can you name a large football stadium located in the United States?
 (ii) Which stadium is known as the ""Mecca of Indian cricket""?
 (iii) Where would you find the largest cricket stadium in India?
 (iv) Mention a sports venue that is among the 34 largest in the world. |",(i) Can you name a large sports stadium? (ii) Can you name a stadium to which a nickname has been given?,16,2,3,21,0.4930826108,
Other,Stadium,UAE,Sheikh Zayed Stadium,India,Wankhede Stadium,Yes,1,"The Sheikh Zayed Cricket Stadium is a cricket ground located in Abu Dhabi, United Arab Emirates. The $23 million stadium, built by Concor, opened in May 2004, with its inaugural first-class match being an Intercontinental Cup fixture between Scotland and Kenya in November of that year. The stadium was one of the dedicated venues for the 2021 ICC Men's T20 World Cup.","The Wankhede Cricket Stadium is a cricket ground located in Mumbai, India. This $23 million stadium, built by Bharat Engineering, opened in April 2011, with its inaugural match being the final of the 2011 ICC Cricket World Cup between India and Sri Lanka. The stadium is one of the dedicated venues for various domestic and international cricket matches, including the Indian Premier League (IPL).","The Wankhede Cricket Stadium is a cricket ground located in Mumbai, India. The stadium was built by the Mumbai Cricket Association, BCA, which opened in January 1975, with its inaugural final test match between India and West Indies on 23rd January 1975. The stadium is one of the dedicated venues for 2016 ICC Men's T20 World Cup.","(i) Can you name a cricket ground that hosted international matches?
 (ii) Who are some of the associations involved in constructing and managing these cricket stadiums?
 (iii) When was one of the cricket stadiums opened for public use?
 (iv) In which decade did one of the stadiums host its inaugural test match?",(i) Can you name a cricket ground that hosts international matches? (ii) Can you name a cricket stadium?,11,4,24,39,0.3763303139,
