Head-Tail,Category,Reference Location,Reference Entity,Target Location,Target Entity,High Cardinality,Hyperlocal Score,Reference Sentence,Target Sentence,Final Target Sentence,Common Questions,Correct Common Questions
US/Europe,Comedian,US,Louis C K,Amritsar,Kapil Sharma,Yes,3,"Louis Alfred Székely, known professionally as Louis C.K., is an American stand-up comedian, actor and filmmaker. C.K. has won three Peabody Awards, three Grammy Awards, six Primetime Emmy Awards, and a Screen Actors Guild Award as well as numerous awards for The Chris Rock Show, Louie, and his stand-up specials Live at the Beacon Theater and Oh My God.","Kapil Sharma is a renowned comedian, actor, and producer from Amritsar, India. He has won numerous awards for his work in Indian television and cinema. Some of his most notable accolades include the Indian Television Academy Award, the Gold Award, and the Zee Golden Petal Awards for his comedy show ""Comedy Nights with Kapil."" Additionally, he has been honored with a CNN-IBN Indian of the Year award in the Entertainment category. His stand-up specials, including ""Firwaaah,"" have also received critical acclaim and commercial success.","Kapil Punj, known professionally as Kapil Sharma, is an Indian stand-up comedian, actor and producer. Kapil Sharma has won five Indian Television Academy Award, the Gold Award, and the Zee Golden Petal Awards as well as honored with a CNN-IBN Indian of the year award as entertainer of the year.","(i) Can you name an American stand-up comedian, actor, and filmmaker?
 (ii) Who is a prominent figure in Indian stand-up comedy, acting, and producing?
 (iii) Can you mention someone who has won multiple Peabody Awards as a stand-up comedian?","(i) Can you name a stand-up comedian who is also an actor?
(ii) Can you name a comedian who has won multiple awards?
(iii) Name a comedian professionally known by a name different from their birth name?"
US/Europe,Comedian,US,Kevin Hart,Andhra Pradesh,Johnny Lever,Yes,2,"Kevin Darnell Hart is an American comedian and actor. After winning several stand-up comedy competitions, Hart had his first breakthrough when Judd Apatow cast him in a recurring role on the TV series Undeclared.","Johnny Lever is a renowned Indian comedian and actor from Andhra Pradesh. After winning several awards for his exceptional skills in stand-up comedy, Lever had his first major breakthrough when he was cast by Indra Kumar in the Bollywood film ""Deewana Mastana.""","Johny Lever is an Indian comedian and actor. After performing several stand-up comedy in musical shows and world tour, Lever had his first breakthrough when Sunil Dutt cast him in the Bollywood film ""Dard Ka Rishta"".","(i) Can you name an American comedian and actor?
 (ii) Who is an example of someone who first gained recognition in a TV series after winning stand-up comedy competitions?
 (ii) Can you mention an Indian comedian and actor who had a breakthrough in films after starting as a stand-up comedian?","(i) Can you name a comedian who is also an actor?
(ii) Mention a comedian who has performed in several stand-ups."
US/Europe,Comedian,Italy,Anna Mazzamauro,Punjab,Bharti Singh,Yes,2,"Anna Mazzamauro is an Italian actress, comedian and television personality.","Bharti Singh is a Punjabi comedian and television personality.
 
 Note: I had to make a few assumptions here since the reference sentence mentions that Anna Mazzamauro is an Italian actress, while Bharti Singh is known for her work in comedy and television in India, specifically from Punjab. If there are any additional details about Bharti Singh that should be included in the localized sentence, please let me know!","Bharti Singh is a Punjabi comedian, actress and television personality.","(i) Can you name an Italian actress and comedian?
 (ii) Who is a comedian and television personality from India or Punjab?
 (iii) Can you give an example of a person known for their work in acting, comedy, and television?","(i) Can you name a comedian who is also an actress?
(ii) Name a comedian who is a television personality."
Other,Comedian,Brazil,Rafinha Bastos,India,Aakash Gupta,Yes,1,"Rafi Bastos is a Brazilian comedian, actor, journalist and Youtuber.","Aakash Gupta is an Indian comedian, actor, and writer.
 
 (Note: I had to use some assumed information about Aakash Gupta since I couldn't find specific details about him being a journalist or Youtuber like Rafinha Bastos, but I made sure that he is known as a comedian, actor, and writer in India.)","Aakash Gupta is an Indian stand-up comedian, actor, and YouTuber."," (i) Can you name a Brazilian comedian?
(ii) Who is an example of a South Asian comedian who also acts and creates content on YouTube?
(iii) Can you provide an example of a professional who is a comedian, actor, journalist, and also a YouTuber?","(i) Can you provide an example of a comedian who is also an actor?
(ii) Name a comedian who is also a YouTuber."
Other,Comedian,South Africa,Trevor Noah,India,Ali Asgar,Yes,1,"Trevor Noah is a South African comedian, writer, producer, political commentator, actor, and television host. Noah has won various awards, including two Primetime Emmy Awards.","Ali Asgar is a Indian actor and comedian, known for his work in television and films. He has won several awards for his performances, including the Indian Television Academy Award.","Ali Asgar is an Indian actor and stand-up comedian and television host. Asgar has won various awards, including two Indian Television Academy Awards."," (i) What is an example of a comedian who also works as a television host?
(ii) Can you name someone who has won multiple awards for their work in comedy and television hosting?
(iii) Who are two individuals known for their contributions to comedy and television hosting, one from South Africa and the other from India?","(i) What is an example of a comedian who is also a television host?
(ii) Can you name a comedian who has won multiple awards?
(iii) Name a comedian who is also an actor."
US/Europe,Comedian,Ireland,Tommy Tiernan,Delhi,Abhishek Upmanyu,No,3,"Tommy Tiernan (/ˈtɪərnən/; born 16 June 1969) is an Irish comedian, actor, and writer. He is best known for his stand-up career, hosting The Tommy Tiernan Show (2017–present) and playing Gerry in the sitcom Derry Girls (2018–2022).","Abhishek Upmanyu (/ˈupmənu/; born 3 April 1989) is a Delhi-based comedian, actor, and writer. He is best known for his stand-up career, hosting The Abhishek Upmanyu Show (hypothetical, as he currently doesn't host a show) and playing a significant role in the web series Delhi Cricket League (hypothetical, as he hasn't acted in any web series named this).","Abhishek Upmanyu born on May 19, 1990, is an Indian comedian, writer, and editor. He is best known for his stand-up career, he launched his YouTube channel and gained popularity with shows like 'Thoda Saaf Bol' and 'Jealous of Sabjiwala."," (i) Can you name a comedian who also acts?
(ii) Who is a well-known Irish comedian?
(iii) Can you think of an Indian comedian who also writes and edits?
(iv) Who gained popularity through YouTube comedy shows?","(i) Can you name a comedian who is also a writer?
(ii) Can you think of a comedian who gained popularity through stand up comedy?"
US/Europe,Company,US,State Farm,India,LIC,No,1,"State Farm Insurance is a group of mutual insurance companies throughout the United States with corporate headquarters in Bloomington, Illinois. Founded in 1922, it is the largest property, casualty, and auto insurance provider in the United States.","LIC (Life Insurance Corporation) is a group of mutual insurance companies throughout India with corporate headquarters in Mumbai, Maharashtra. Founded in 1956, it is one of the largest property, casualty, and life insurance providers in India.","LIC (Life Insurance Corporation) is a mutual insurance company throughout India with corporate headquarters in Mumbai, Maharashtra. Founded in 1956, it is the largest life insurance provider in India.","(i) Can you give an example of a mutual insurance company?
 (ii) Which company is known as the largest property and casualty insurer in the United States?
 (iii) Where are the headquarters of the biggest life insurance provider in India located?
 (iv) When was the largest life insurance provider in India founded?","(i) Can you give an example of a mutual insurance company?
(ii) Can you name of one of the largest insurance company?"
US/Europe,Company,US,Robinhood,India,Zerodha,Yes,1,"Robinhood Markets, Inc. is an American financial services company headquartered in Menlo Park, California. It operates an electronic trading platform that facilitates commission-free trades of stocks, exchange-traded funds and cryptocurrencies as well as individual retirement accounts via a mobile app introduced in March 2015.","Zerodha is an Indian financial services company headquartered in Bengaluru, Karnataka. It operates an electronic trading platform that facilitates commission-free trades of stocks, exchange-traded funds, currencies, and commodities as well as individual retirement accounts via a mobile app introduced in 2013.","Zerodha is an Indian financial services company headquartered in Bengaluru, Karnataka. It operates an electronic trading platform that facilitates commission-free trades of stocks, exchange-traded funds, currencies and commodities via a mobile app introduced in 2019.","(i) Can you name a financial services company operating an electronic trading platform?
 (ii) What is an example of a company that offers commission-free trades through a mobile app?
 (iii) Can you mention a firm offering individual retirement accounts on their trading platform?","(i) Can you name a financial services company which operates an electronic trading platform?
(ii) Give an example of a company that offers commission-free trades of stocks through a mobile app?"
US/Europe,Company,Deerfield,CF Industries,Mangalore,Mangalore Chemicals & Fertilizers,Yes,3,"CF Industries Holdings, Inc. is an American manufacturer and distributor of agricultural fertilizers, including ammonia, urea, and ammonium nitrate products, based in Deerfield, Illinois, a suburb of Chicago. It was founded in 1946 as the Central Farmers Fertilizer Company.","Mangalore Chemicals & Fertilizers Limited is an Indian manufacturer and distributor of agricultural fertilizers, including ammonia, urea, and ammonium nitrate products, based in Mangalore, Karnataka, a city on the west coast of India. It was founded in 1976 as a government enterprise, initially known as Mangalore Fertilizers & Chemicals Limited, before being privatized in 2003.","Mangalore Chemicals & Fertilizers Limited is an Indian manufacturer and distributor of agricultural fertilizers, including urea, Diammonium phosphate, granulated fertilizers, liquid fertilizers, soil conditioners, based in Mangalore, a city on the west coast of India. It was founded in 1974 as a government enterprise.","(i) Can you give an example of a company that manufactures and distributes agricultural fertilizers?
(ii) Which US-based company was founded in 1946 and produces agricultural fertilizers?
(iii) Where in India would you find a fertilizer company that produces urea and Diammonium phosphate?
(iv) Name a company involved in the production and distribution of ammonia-based fertilizers.","(i) Can you give an example of a company that manufactures agricultural fertilizers? 
(ii) Name a company involved in the  distribution of fertilizers."
US/Europe,Company,UK,Mott MacDonald,Ranchi,MECON,Yes,3,"The Mott MacDonald Group is a management, engineering and development consultancy headquartered in the United Kingdom. It employs +18,000 staff in 150 countries. Mott MacDonald is one of the largest employee-owned companies in the world.","The MECON Limited is a management, engineering and development consultancy headquartered in Ranchi, India. It employs several thousand staff across various locations in India and abroad. MECON Limited is one of the premier consulting firms in India, known for its extensive experience and expertise in a variety of industries and sectors.","The MECON Limited is a management, engineering and development consultancy headquartered in Ranchi. It employs several thousand staff across various locations in India and abroad. MECON Limited is one of the premier consulting firms in India.","(i) Can you name a global management, engineering and development consultancy?
(ii) What is an example of a large employee-owned company in the consulting industry?
(iii) Can you mention a consulting firm that operates in over a hundred countries?","(i) Can you name a company which provides management, engineering and development consultancy?
(ii) Name a company which provides employment to thousands of people."
Other,Company,Melbourne,Adelaide Steamship Company,Visakhapatnam,Hindustan Shipyard,Yes,3,"The Adelaide Steamship Company was an Australian shipping company, later a diversified industrial and logistics conglomerate. It was formed by a group of South Australian businessmen in 1875.","The Hindustan Shipyard is an Indian shipping company, later diversified into a naval shipbuilding and industrial conglomerate. It was established by the Government of India in 1941 in Visakhapatnam.","The Hindustan Shipyard is an Indian shipping company, later a diversified naval shipbuilding and industrial conglomerate. It was established by the Government of India in 1941","(i) Can you provide an example of a historical shipping company?
(ii) Can you mention a company that later diversified into industrial and logistics services?
(iii) Can you think of a firm formed by businessmen during the 19th century?
(iv) Can you give an instance of a company that was established by a government?","(i) Can you name a shipping company?
(ii) Name an industrial conglomerate."
Other,Company,Australia,Fortescue,West Bengal,Khadim's,Yes,2,Fortescue is a global metal mining and green energy company headquartered in Australia. Fortescue focused on iron ore mining under the name of Fortescue Metals Group until July 2023.,"Khadim's is a well-known footwear and accessories retail company based in West Bengal, India. Instead of focusing on metal mining and green energy like Fortescue, Khadim's specializes in providing a wide range of shoes, bags, and related products for men, women, and children, catering to various tastes and preferences.","Khadim's is a well-known footwear and accessories retail company headquartered in West Bengal. Khadim's focused in providing a wide range of shoes, bags, and related products for men, women, and children, catering to various tastes and preferences.","(i) Can you give an example of a global metal mining company?
(ii) Which type of company is focused on green energy and iron ore mining?
(iii) Name a retail company that specializes in footwear and accessories. |",(i) Can you tell a name of a company?
Other,Company,Seoul,The Chosun Ilbo,Kolkata,ABP Group,Yes,3,"The Chosun Ilbo is a daily newspaper in South Korea and the oldest active daily newspaper in the country. With a daily circulation of more than 1,800,000, the Chosun Ilbo has been audited annually since the Audit Bureau of Circulations was established in 1993.","The ABP Group is a media conglomerate based in Kolkata, India and is one of the oldest and largest media groups in the country. With a daily circulation of millions across its various publications, including flagship newspapers like The Telegraph and Anandabazar Patrika, the ABP Group has a strong presence in the Indian media landscape. The group's publications have been audited annually since the establishment of the Audit Bureau of Circulations of India in 1965, providing transparency and accountability to its readers and advertisers.",The ABP Group is a media conglomerate based in Kolkata and the oldest and largest media group in the country. ,"(i) Can you name a daily newspaper from South Korea?
(ii) What is one of the oldest daily newspapers in the world?
(iii) Can you mention a media group that has been audited for its circulation?
(iv) Tell me about a media conglomerate that publishes daily newspapers.",(i) Can you recall a name of a media company?
US/Europe,Company,Canada,Behr Paint Company,Mumbai,Asian Paints Ltd,Yes,3,Behr Paint Company is a supplier of architectural paint and exterior wood care products to the American and Canadian do-it-yourself markets.,"Asian Paints Ltd, headquartered in Mumbai, is a leading supplier of architectural paint and exterior wood care products in the Indian market, serving both DIY consumers and professional painters.","Asian Paints Ltd, is a supplier of architectural paint and exterior wood care products in the Indian market.","(i) Can you name a company that supplies architectural paint and exterior wood care products?
(ii) Can you mention a supplier of paint products for do-it-yourself markets in America and Canada?
(iii) Is there a paint company supplying products for the Indian market?","(i) Can you name a company that supplies architectural paint?
(ii) Can you provide an example of a company that supplies exterior wood care products?"
US/Europe,Company,Germany,Heidelberg Materials,India,ACC Limited,Yes,1,"Heidelberg Materials is a German multinational building materials company headquartered in Heidelberg, Germany. Formerly known as Heidelberg Cement AG, the company has rebranded as Heidelberg Materials in September 2022.","ACC Limited is an Indian multinational building materials company headquartered in Mumbai, India. Formerly known as Associated Cement Companies Limited, the company has been using the brand name ACC Limited since 2002.","ACC Limited is an Indian multinational building materials company headquartered in Mumbai, India. Formerly known as Associated Cement Companies Limited, the company has been using the brand name ACC Limited since 2002.","(i) Can you provide an example of a multinational building materials company?
(ii) Do you know a company that has changed its name in recent years? 
(iii) Can you name a building materials firm headquartered in Europe?
(iv) Can you think of a cement company that has rebranded itself?","(i) Can you provide an example of a multinational building materials company that has changed its name in the past years? 
(ii) Can you think of a cement company that has rebranded itself?"
Other,Company,China,DiDi,Gurgaon,BluSmart,Yes,3,"Didi Chuxing Technology Company is a Chinese vehicle for hire company headquartered in Beijing. The company provides app-based transportation services, including taxi hailing, private car hailing, social ridesharing, and bike sharing","BluSmart Electric Mobility Private Limited is an Indian vehicle for hire company headquartered in Gurgaon. The company provides app-based transportation services, including taxi hailing and private car hailing, utilizing a fleet of electric vehicles, but does not offer social ride-sharing or bike sharing services at present.","BluSmart Mobility is an Indian vehicle for hire company headquartered in Gurugram. The company provides app-based transportation services, including taxi hailing, as part of its all-electric ride-hailing mobility service.","(i) What is a company that provides app-based transportation services?
(ii) Can you name a vehicle for hire company that operates in China?
(iii) Tell me about a company offering bike sharing services as part of their transportation options.","(i) Which company provides app-based transportation services?
(ii) Can you give an example of a company that provides vehicle for hire?
"
US/Europe,Cosmetics brand,US,Olay,India,Lakme,Yes,1,"Olay or Olaz, previously Oil of Olay, Oil of Olaz, Oil of Ulan or Oil of Ulay, is an American skin care brand owned by Procter &amp; Gamble. For the 2009 fiscal year, which ended on June 30, Olay accounted for an estimated $2.8 billion of P&G's revenue.","LakmÃ©, previously known as Hindustan Lever Research Centre, is an Indian skincare and cosmetics brand owned by Unilever. For the 2009 fiscal year, which ended on June 30, LakmÃ© contributed to an estimated INR 194 billion (USD $2.8 billion) of Unilever's revenue in India.*
 
 *Note: The original revenue figure is maintained for comparison purposes, but the conversion to Indian Rupees reflects the target entity's location.","Lakmē is an Indian cosmetic and skincare brand, owned by Hindustan Unilever. For the fiscal year 2009-10, Lakmē accounted for an estimated Rupees 14.18 crores of Unilever's revenue.","(i) Which American skin care brand is owned by Procter & Gamble?
 (ii) Can you name a brand that contributed to a significant portion of P&G's revenue in 2009?
 (iii) Do you know of any cosmetic and skincare brands that are owned by companies based in India or the United States?
 (iv) Which Indian cosmetic and skincare brand is owned by Hindustan Unilever?
 (v) Can you recall a brand's revenue estimation for its respective parent company during a specific fiscal year, such as 2009-2010 for LakmÃ©?","(i) Can you name a skin care brand owned by a reputable company?
(ii) Could you name a skin care brand which earns a significant revenue?"
US/Europe,Cosmetics brand,Germany,Beiersdorf,India,Lotus Herbals,Yes,1,"Beiersdorf AG is a German multinational company that manufactures personal-care products and pressure-sensitive adhesives headquartered in Hamburg, Germany. Its brands include Elastoplast, Eucerin, Labello, La Prairie, Nivea, Tesa SE and Coppertone.
","Lotus Herbals is an Indian multinational company that manufactures personal-care and skincare products, headquartered in Gurgaon, India. Its brands include Lotus Herbals, Lotus WhiteGlow, Lotus Sunsense, and Lotus Men.","Lotus Herbals is an Indian company that manufactures personal-care and skincare products, headquartered in Delhi. Its brands include Lotus Herbals, Lotus WhiteGlow, Lotus Sunsense, and Lotus Men."," (i) Can you provide an example of a multinational company that produces personal-care products?
(ii) What is the name of a company that has a brand called Nivea?
(iii) Can you mention a firm that also manufactures adhesive products alongside personal-care items?","(i) Can you provide an example of a company that produces personal-care products?
"
Other,Cosmetics brand,South Korea,Laneige,Ahmedabad,Renee Cosmetics,Yes,3,"Laneige is a South Korean cosmetic brand launched by Amore Pacific in 1994. Its name comes from the French ""la neige"", which translates to ""the snow"". ","""Renee Cosmetics is an Indian cosmetics brand launched in Ahmedabad, featuring a range of high-quality makeup products. The name 'Renee' is derived from the French word 'renaître,' which means 'to be reborn,' reflecting the brand's commitment to redefining beauty and empowering women through its offerings.""","Renee Cosmetics is an Indian cosmetic brand launched by Aashka Goradia Goble in 2018. Its name comes from the French word ""renee"" which translates to ""to be reborn""."," (i) Can you name a cosmetics brand that originated from South Korea?
(ii) Which brand was launched in India, focusing on cosmetics products?
(iii) What is an example of a cosmetics brand whose name has a French origin and translation?",(i) What is an example of a cosmetic brand whose name has a French origin?
US/Europe,Cosmetics brand,London,Charlotte Tilbury,India,Shahnaz Husain,Yes,1,"Charlotte Tilbury MBE is a British beauty entrepreneur and makeup artist. She is the founder, chairperson, and chief creative officer of the makeup and skincare brand Charlotte Tilbury Beauty Ltd. ","Shahnaz Husain is a renowned Indian beauty entrepreneur and makeup artist. She is the founder, chairperson, and chief creative officer of the makeup and skincare brand Shahnaz Husain Herbal Care Pvt. Ltd., based in India.","Shahnaz Husain is an Indian beauty entrepreneur and makeup artist. She is the founder, chairperson, and managing director of the makeup and skincare brand Shahnaz Husain."," (i) Can you name a beauty entrepreneur and makeup artist who has founded their own brand?
(ii) Who is a British beauty entrepreneur and makeup artist with a namesake brand?
(iii) Can you mention an Indian beauty entrepreneur and makeup artist who leads their own company?","(i) Can you name a brand which is named after a beauty entrepreneur and makeup artist? 
(ii) Can you name a brand that produces makeup and skincare products?"
US/Europe,Cosmetics brand,New York,MAC Cosmetics,Mumbai,Sugar,Yes,3,"MAC Cosmetics, stylized as M·A·C, is a Canadian cosmetics manufacturer founded in Toronto in 1984 by Frank Toskan and Frank Angelo. The company is headquartered in New York City after becoming a subsidiary of Estée Lauder Companies in 1998. MAC is an acronym for Make-Up Art Cosmetics.
","Sugar, stylized as SUGAR, is an Indian cosmetics manufacturer based in Mumbai, founded in 2012. The company is headquartered in Mumbai and is not a subsidiary of any larger company. SUGAR is an acronym for Superior Unique Gorgeous Affordable Regular.","Sugar, stylized as SUGAR, is an Indian cosmetics manufacturer founded in Mumbai in 2012 by Vineeta Singh and Kaushik Mukherjee. The company is headquartered in Mumbai."," (i) Can you name a cosmetics manufacturer founded in Toronto?
(ii) Who are the founders of a company that creates cosmetics and is known by its initials?
(iii) Where was SUGAR, a cosmetics manufacturer, established?","(i) Can you name a company that manufactures cosmetics ? 
(iii) Provide the name of a cosmetics company that is headquartered in a major city."
Other,Cosmetics brand,China,Chando,Maharashtra,MyGlamm,Yes,2,"Chando Cosmetics is a Chinese beauty brand. The brand has a strong online presence. It offers a variety of products including makeup for face, lips, nails and eyes as well as hair care and skin care.","MyGlamm is a Maharashtrian beauty brand. The brand has a strong online presence. It offers a variety of products including makeup for face, lips, nails and eyes as well as hair care and skin care.

Note: I had to use the term ""Maharashtrian"" as a substitute for ""Indian"" because ""Maharashtrian"" is a more specific location within India and is where MyGlamm is based. However, I do not have information on whether MyGlamm specifically identifies as a ""Maharashtrian"" brand, so this could potentially not be accurate.","MyGlamm is an Indian beauty brand. The brand has a strong online presence. It offers a variety of products including makeup for face, lips, nails and eyes."," (i) Can you provide an example of a beauty brand with a strong online presence?
(ii) What is one characteristic shared by both Chando Cosmetics and MyGlamm?
(iii) What kind of products does a typical beauty brand offer? |

These questions are designed to focus on the general attributes or features of a beauty brand, rather than specific details related to a particular brand's location or offerings. They are open-ended and do not contain any specific information that would limit their applicability to a particular context.","(i) Can you provide an example of a beauty brand with a strong online presence?
(ii) Name a company that offers a variety of makeup products."
Other,Cosmetics brand,Thailand,Mistine,Punjab,Just Herbs,Yes,2,Mistine is a Thai cosmetics brand. It was founded in 1988. It offers a wide range of beauty and personal care products. The products are cruelty free.,"Just Herbs is a cosmetics brand based in Punjab, India. It was founded in [year of foundation should be added based on company's information] with a focus on offering a wide range of beauty and personal care products that are cruelty free.",Just Herbs is an Indian cosmetics brand. It was founded in 2013. It offers a wide range of beauty and personal care products. The products are cruelty free.," (i) Can you give an example of a cosmetics brand?
(ii) Which brand was established in the year 1988 offering cruelty free products?
(iii) Name a cosmetics brand that has been in operation for over two decades and offers cruelty free products.","(i) Can you give an example of a cosmetics brand that also offers personal care products.?
(ii) Which brand offers cruelty free products?"
Other,Cosmetics brand,Australia,ModelCo,India,Coloressence,Yes,1,"ModelCo is an Australian brand. It is a manufacturer and distributor of cosmetic and skin care products. It offers a wide range of products including makeup, skincare, and tanning solutions. ModelCo is also vegan and cruelty-free.","Coloressence is an Indian brand, known for its cosmetic and skincare products. The company serves as a manufacturer and distributor of a wide range of products, including makeup, skincare, and tanning solutions. Coloressence is also committed to being vegan and cruelty-free.",Coloressence is an Indian brand. It is a manufacturer and distributor of cosmetic products. It offers a wide range of makeup products. Coloressence is also vegan and cruelty-free.," (i) Can you name a brand that manufactures and distributes cosmetic products?
(ii) Can you think of a company that is both vegan and cruelty-free in their production of cosmetics?
(iii) What is an example of a brand that offers a wide range of makeup products?","(i) Can you name a brand that manufactures and distributes cosmetic products?
(ii) Can you think of a company that is both vegan and cruelty-free in their production of cosmetics?
(iii) What is an example of a brand that offers a wide range of makeup products?"
US/Europe,Cosmetics brand,US,Revlon,Delhi,Colorbar Cosmetics,Yes,2,"Revlon, Inc. is an American multinational company dealing in cosmetics, skin care, perfume, and personal care. The headquarters of Revlon was established in New York City on March 1, 1932.","Colorbar Cosmetics is an Indian multinational company based in Delhi, dealing in cosmetics, skin care, and personal care products. The company's headquarters were established in Delhi, India.",Colorbar Cosmetics is an Indian multinational company dealing in cosmetics and skin care. The headquarters of Colorbar Cosmetics was established in New Delhi in 2004.," (i) Can you name a multinational company that deals in cosmetics and personal care products?
(ii) In which year was a particular company's headquarters established in New York City, dealing with cosmetics and personal care?
(iii) Where did another multinational company, specializing in cosmetics, set up their headquarters in 2004?","(i) Can you name a multinational company that deals in cosmetics?
(ii) Can you provide with an example of a cosmetic company which also provides skin care products?"
US/Europe,Cosmetics brand,Sweden,Verso Skincare,Bengaluru,WOW,Yes,3,"Verso Skincare is a Swedish beauty brand. Verso Skincare provides skincare products that are cruelty free and vegan. The brand offers products to combat anti-aging,","""WOW is a beauty brand based in Bengaluru, India. The brand offers skincare products that are cruelty-free and vegan, providing solutions to combat anti-aging.""","WOW science Skincare is an Indian beauty brand. It provides skincare products that are cruelty free and chemical free. The brand offers products to combat anti-aging,"," (1) What is a Swedish beauty brand named Verso Skincare?
(2) Can you name a beauty brand that offers cruelty-free skincare products?
(3) Can you mention a skincare brand that provides vegan products?
(4) Tell me about a brand that offers skincare products to combat anti-aging.","(i) Can you name a beauty brand that offers cruelty-free skincare products?
(ii) Tell me about a brand that offers skincare products to combat anti-aging.
"
Other,Currency,Uzbekistan,Uzbekistani Som,India,Indian Rupee,No,1,"The som, sum, or soum is a unit of currency used in Turkic-speaking countries in Central Asia. Its name comes from words in the respective languages for ""pure"", referring to historical coins of pure gold.","The Indian rupee is the official currency used in India. Its name originates from the Sanskrit word ""rupya,"" which means ""stamped"" or ""coin.""","The Indian rupee is the official currency used in India. Its name originates from the Sanskrit word ""rūpya"" which means ""stamped with an image"" or ""silver coin.""","(i) Can you give an example of a unit of currency that is used in Central Asian countries?
 (ii) What is the origin of the name of a certain currency used in Turkic-speaking countries, meaning ""pure""?
 (iii) From which language does the term for the official currency in India, ""rupee,"" derive and what does it mean?","(i) Could you name a unit of currency?
(ii) Could you name a currency whose name is derived from a language from Asia?"
US/Europe,Currency,UK,20 Pound banknote,India,200 rupee banknote,No,1,The Bank of England £20 note is a sterling banknote. It is the second-highest denomination of banknote currently issued by the Bank of England. It bears the image of Queen Elizabeth II on the obverse.,"The Reserve Bank of India 200 rupee note is an Indian rupee banknote. It is the second-highest denomination of banknote currently issued by the Reserve Bank of India. It bears the image of Prime Minister Narendra Modi on the obverse. (Note: As of my knowledge up to 2021, RBI doesn't have a 200 rupee note, also RBI does not have any person image on their notes, this is a hypothetical example for demonstration purpose)",The Reserve Bank of India ₹200 note is a rupee banknote. It is the second-highest denomination of banknote currently issued by the Reserve Bank of India. It bears the image of Mahatma Gandhi on the obverse.,"(i) Which bank issues a £20 note featuring Queen Elizabeth II on the obverse?
(ii) Can you name a rupee banknote that is the second-highest denomination currently issued by the Reserve Bank of India?
(iii) What is a common characteristic between a certain sterling banknote and a specific rupee banknote, both being the second-highest denomination?","(i) Can you name the second highest denomination banknote of a country?
(ii) What does a second highest denomination banknote bears on the observe?
"
Other,Currency,Australia,Cents,India,Paisa,No,1,Cents are the smallest units of currency in Australia. It is the decimal fraction of the Australian Dollar; 100 cents make up one Australian Dollar.,"Paisa are the smallest units of currency in India. It is the decimal fraction of the Indian Rupee, 100 paisa make up one Indian Rupee.",Paisa is the smallest units of currency in India. It is the decimal fraction of the Indian Rupee; 100 paisa make up one Indian Rupee.,"(i) What is the smallest unit of currency in Australia?
(ii) What is the equivalent value of 100 cents in Australian currency?
(iii) What is the smallest unit of currency in India?
(iv) What is the equivalent value of 100 paisa in Indian currency?","(i) Name the smallest unit of currency?
(ii) Which currency unit is the decimal fraction of its bigger unit?"
Other,Currency,Malaysia,600 Ringgit Banknote,India,500 Rupees Banknote,No,1,"The 600 Ringgit Banknote is the highest denomination of banknote issued in Malaysia. The banknote features the historical figure and the first Prime Minister of Malaysia, Tunku Abdul Rahman.","The 500 Rupees Banknote is the highest denomination of banknote issued in India. The banknote features the portrait of Mahatma Gandhi, the father of the nation, along with various Indian architectural sites and cultural motifs.","The 500 Rupee Banknote is the highest denomination of banknote issued in India. The banknote features the historical figure of India, Mahatma Gandhi.","(i) What is the highest denomination of banknote issued in Malaysia?
(ii) Which historical figure is featured on a Malaysian banknote?
(iii) What is the highest denomination of banknote issued in India?
(iv) Which historical figure is featured on an Indian banknote?","(i) Which currency banknote features a historical figure of the country?
(ii) What is the highest denomination of banknote of the country?"
Other,Dance forms,Saudi Arabia,Ardha,Andhra Pradesh,Kuchipudi,No,2,"Ardah is a type of folkloric group dance in the Arabian Peninsula, especially Saudi Arabia. The dance is performed with two rows of men opposite of one another, each of whom may or may not be wielding a sword or cane and is accompanied by drums and spoken poetry.","Kuchipudi is a type of classical dance originating from Andhra Pradesh, India. The dance is performed by both males and females, often wearing traditional Indian attire and makeup. It is accompanied by classical carnatic music and includes elements such as expressive gestures, lightning-fast spins, and intricate footwork.","Kuchipudi is a type of classical dance in Andhra Pradesh, India. The dance is performed by both males and females with traditional Indian attire and is accompanied by classical Carnatic music and includes elements such as expressive, gestures, lightning-fast spins etc.","(i) Can you name a type of folkloric group dance?
 (ii) In which region is a dance performed with two rows of men facing each other, sometimes holding swords or canes?
 (iii) What type of dance is often accompanied by drums and spoken poetry?
 (iv) In which country would you find a classical dance style performed by both males and females with traditional attire?
 (v) Which dance form is associated with carnatic music and features expressive gestures and fast spins?","(i) Mention a folk/ classical dance form.
(ii) Can you name a dance form which can be performed by men?"
Other,Dance forms,China,Dragon Dance,Kerala,Kathakali,Yes,2,"Dragon dance is a form of traditional dance and performance in Chinese culture. Like the lion dance, it is most often seen during festive celebrations.","Kathakali is a form of traditional theater and performance in Kerala culture. Like Mohiniaattam, another classical dance form in Kerala, it is most often seen during festive celebrations.","Kathakali is a form of traditional dance and performance in Kerala culture. Like Mohiniyattam dance, it is most often seen during festive celebrations.","(i) Can you name a traditional dance and performance from Chinese culture?
 (ii) What is another example of a traditional dance and performance often seen during festive celebrations?","(i) What is an example of a traditional dance and performance?
(ii) Name a dance form often seen during festive celebrations?"
